A01;Q03;Q04;Q04A;Q04B;Q05;Q06A;Q06B;Q08;Q08C;Q09A1;Q09B1;Q10A1;Q10B1;Q19A;B08A;B08B;pm17B
9972;2;1;1; ;1;2;1;1;1;1;1;4;4;16;5;5;1,064335777
16072;2; ;1; ;2;2;1;1;2;1;4; ; ;16;3;3;1,064335777
16087;2;1;1; ;1;1;1;1;1;1;1;2;6;15;5;5;1,064335777
16430;2;1;1; ;2;2;1;2;1;1;1;7;7;14;2;1;1,064335777
16431;2; ;1; ;2;1;1;1;1;1;1;7;4;15;3;3;1,064335777
16473;2;1;1; ;1;1;1;1;1;1;1;3;6;15;4;4;1,064335777
16492;2; ;1; ;1;2;2;1;2;1;1;3;6;14;4;4;1,064335777
16495;2; ;1; ;1;1;1;1;1;1;1;4;4;15;1;1;1,064335777
16503;2;1;1; ;1;1;1;1;2;1;1;7;6; ;2;2;1,064335777
16508;2;1;1; ;1;1;1;1;1;1;1;7;6;12;4;5;1,064335777
19521;2; ;1; ;1;1;2;1;2;1;1;6;6;15;3;4;1,064335777
19891;2;1;1; ;2;1;2;1;2;1;1;6;3;15;3;1;1,064335777
19907;2;1; ; ;2;2;1;1;1;1;1; ; ;16;2;2;1,064335777
19923;2; ;1; ;2;2;1;1;2;1;1;6;5;16;1;1;1,064335777
31036;2;1;1; ;2;1;2;1;2; ;3; ;8; ; ;4;1,064335777
31043;2; ;1; ;1;1;1;1;1;1;1;3;6;15;3;3;1,064335777
31053;2;1;1; ;1;1;1;1;2;1;1;3;6;16;5;3;1,064335777
31059;2;1;1; ;2;2;2;1;2;2;1;8;6;17;4;3;1,064335777
31063;2;1;1; ;2;2;2;1;2;5;5; ; ;14;2;2;1,064335777
43003;2;1;1; ;2;1;2;1;2;4;1;8;5;15;1;1;1,064335777
40944;2; ;1; ;1;1;1;1;2;1;1;4;4;12;4;4;1,064925374
40954;2;1;1; ;1;1;1;1;1;1;1; ; ;14;1;1;1,064925374
41044;2;1;1; ;1;1;2;2;1;1;1;6;6;13;4;4;1,064925374
41281;2;1;1; ;1;1;1;1;2;1;5;4;4;10;4;2;1,064925374
41962;2;1;2; ;1;1;1;1;2;1;1;9;8; ;5;2;1,065392176
4188;2; ;1; ;1;2;2;1;1;1;1;3;5;12;4; ;1,067386995
25873;2; ;1; ;1;1;1;1;1;1;1;3;3;15;4;2;1,067386995
26947;2; ;1; ;1;1;1;1;1;1;1;4;4;13;3;1;1,067386995
34243;2;1;1; ;1;1;1;1;1;1;1;3;4; ;2;2;1,067386995
38666;2;1;1; ;1;1;1;1;1;1;1;4;4;3;2;3;1,067386995
45368;2; ;1; ;1;1;1;1;1;1;1;3;3;16;3;2;1,067386995
28504;1;1;1; ;1;1;1;1;1;1;1;4;4; ;3;2;1,067529685
29289;1;1;1; ;1;1;1;1;2; ;1; ;6;14; ;1;1,067529685
29364;1;1;1; ;1;1;1;1;1;1;5;7;8;15;4;3;1,067529685
30259;1;1;2; ;2;1;1;1;2;1;1;6;5;16;3;1;1,067529685
35649;1;1;1; ;2;1;1;1;2;7;1; ;6;15; ;3;1,067529685
38321;1;2; ;1;2;1;2;1;4; ;1; ;5;13; ; ;1,067529685
38329;1;2; ;2;1;1;1;1;2;1; ; ; ;16;1; ;1,067529685
32506;1;1;1; ;1;1;1;1;1;1;1;4;6;14;4;4;1,067859289
15174;1;1;1; ;2;1;1;1;2;4;1; ; ; ;3;3;1,068175292
1134;2; ;1; ;1;1;1;1;1;1;1;1;4; ;4;4;1,06829327
23409;2;1;1; ;1;1;1;1;2;1;1;3;6;14; ;3;1,06829327
8855;2; ;1; ;2;1;2;1;1;1;1;2;6;15;3;3;1,068461682
8860;2;1;1; ;1;1;2;1;1;1;1;7;7;16;3;3;1,068461682
8864;2;1;1; ;2;2;1;1;1;1;1; ; ;14;2;2;1,068461682
8868;2; ;1; ;1;1;1;1;1;1;1;5;5;14;4;2;1,068461682
8883;2;1;1; ;1;1;1;1;1;1;1;4;5;10;3;2;1,068461682
24622;2;1;1; ;1;1;1;1;2;1;1;7;6;14;4;3;1,068461682
24623;2;1;1; ;1;1;1;1;1;1;1;4;4;12;3;3;1,068461682
24633;2;1;1; ;2;1;1;2;1;1;1;7;7;13;3;3;1,068461682
24642;2;1;1; ;1;1;1;1;1;2;1;7;7;14;5;5;1,068461682
24647;2;1;1; ;1;1;1;1;1;1;1; ;6;15;2;2;1,068461682
24657;2;1;1; ;1;1;1;1;1;1;1;7;6; ;1;1;1,068461682
24660;2;1;1; ;1;1;1;1;1;2;1;8;6; ;1;1;1,068461682
24662;2;1;1; ;2;1;2;1;1;1;1;6;6; ;2;2;1,068461682
39580;2;1;1; ;1;1;2;1;1;1;4; ; ;15;4;2;1,068461682
39596;2;1;1; ;1;1;1;2;1;1;1;7;5;14;2;2;1,068461682
39601;2;1;2; ;2;1;2;1;1; ;1;8;7;15;2;1;1,068461682
39605;2; ;1; ;1;1;1;1;2;1;1;6;2;16;2;2;1,068461682
43518;2;1;1; ;2;2;3;1;1;1;1;7;7;17;3;3;1,068461682
43529;2;1;1; ;1;1;1;1;2;1;1;1;5;15;5;2;1,068461682
43533;2; ;1; ;1;1;1;1;1;1;1;4;4;15;4;3;1,068461682
43537;2;1;1; ;1;2;2;1;2;1;6;7; ;15;3; ;1,068461682
43550;2;1;1; ;1;1;1;1;1;1;1;6;6; ;4;4;1,068461682
43554;2;1;1; ;1;1;1;1;2;1;1;6;6; ;4;1;1,068461682
43556;2;1;1; ;1;1;1;1;1;1;1;5;5;8;2;1;1,068461682
43558;2;1;1; ;1;1;1;3;2;1; ;6;8; ;1;1;1,068461682
11255;2;1;1; ;1;1;1;1;1;1;1; ; ;14;4;1;1,068637042
19770;1;1;3; ;1; ;2;1;2;2;1;5; ;16;4;4;1,068713376
15207;1;1;1; ;1;1;1;1;1;1;1;3;6;10;2;2;1,068850586
44770;1;1;1; ;1;1;1;1;2;1;1;2;4;14;4;4;1,068850586
12808;2;1;1; ;1;1;1;1;1;1;3;5;8;10;5;5;1,069459354
12809;2;1;1; ;1;1;1;1;1;1;1;6;6;15;1;1;1,069459354
12827;2; ;1; ;1;1;1;1;1;1;1;4;4;16;2;1;1,069459354
12834;2;1;1; ;2;1;1;1;2;1;1;7;5;10;5;2;1,069459354
12842;2;1;1; ;1;1;1;1;1;1;4;2;8;16;5;2;1,069459354
12845;2;1;1; ;1;1;1;1;1;1;1;6;6;12;2;3;1,069459354
12897;2;1;1; ;1;1;1;1;1;1;1;6;6; ;4;1;1,069459354
12898;2;1;1; ;2;2;2;1;2;1;1; ; ;16;5; ;1,069459354
12921;2;1;1; ;1;1;1;1;2;1;1;5;4;15;2;1;1,069459354
12925;2;1;1; ;1;1;1;1;2;1;1;3;4;15;4;4;1,069459354
12928;2;1;1; ;1;1;2;1;2;1;1;1;5;15;2;2;1,069459354
13459;2; ;1; ;2;1;2; ;2;1;1; ; ;16;4;3;1,069459354
13472;2;1;1; ;1;1;1;1;1;5;3;4;6;10;3;3;1,069459354
13488;2; ;1; ;1;1;1;1;1;1;1;7;7;16;1;1;1,069459354
13376;2;1;1; ;1;1;1;1;2;1;1;4;4;12;5;4;1,06955106
13393;2;1;1; ;2;1;1;1;1;1;3;7; ;16;2;1;1,06955106
41254;2;1;1; ;1;1;1;1;1;1;1;5;5;10;3;5;1,06955106
42411;2;1;1; ;1;1;1;1;2;1;1;3;5;14;1;1;1,06955106
3249;2;1;1; ;1;1;1;1;1;1;1;4;4;14;5;5;1,072023373
3607;2;1;3; ;1;1;1;1;2;1;1;4;4;15;4;1;1,072023373
38721;2;1;1; ;1;1;1;1;1;1;1;5;5;6;5;2;1,072023373
45391;2;1;1; ;1;1;1;1;1;5;1;8;4;11;5;5;1,072023373
1763;1;1;1; ;1;2;2;2;1;1;1; ; ;15;4;3;1,072497719
3231;1;1;1; ;2;2;2;1;1; ; ; ; ;16; ; ;1,072497719
26919;1;1;1; ;2;1;1;2;2;1;1; ; ;14;4;1;1,072497719
32528;1;1;1; ;2;1;1;2;1;1;1;4;5;13;5;5;1,072497719
34122;1;2; ;1;2;1;1;1;2;1;1;6;6;8;5;5;1,072497719
34781;1;1;1; ;1;1;1;1;2;6;1;9;6;10;3;3;1,072497719
36963;1;1;1; ;2;1;2;1;2;1;3; ; ;11;1;1;1,072497719
8800;1;1;1; ;2;1;2;1;1;1;1;5;6;14;1;1;1,072815094
1141;2; ;1; ;1;1;2;1; ;1;1;4;5;13;1;1;1,072933585
27284;2;1;1; ;1;1;1;1;1;1;1;4;4;14;4;3;1,072933585
45112;2;1;1; ;1;1;2;1;1;1;1;7;6;15;3;3;1,072933585
8857;2; ;1; ;1;1;1;1;1;1;1;1;5;14;4;2;1,073102728
39583;2; ;1; ;1;1;1;2;1;1;1;7;5;14;3;3;1,073102728
39590;2; ;1; ;1;1;1;2;1;1;1;7;5; ;2;2;1,073102728
43541;2; ;1; ;2;1;2;1;4;7;6;9;8;15;1;2;1,073102728
43564;2; ;1; ;1;1;3;1;1;1;1;7;7;16;4;3;1,073102728
22254;2;1;1; ;1;1;1;1;1;1;1;7;6;15;2;2;1,07321168
22265;2;1;1; ;1;1;1;1;2;1;1;2;2;15;1;1;1,07321168
5353;1;1;1; ;1;2;1;1;1;1;1;3;2;14;5;4;1,073493321
12321;1;1;1; ;1;1;1;1;1;1;1;6;6;8;5;5;1,073493321
12811;2;1;1; ;1;1;1;1;1;1;1;2;2;16;2;2;1,074104734
12900;2;1;2; ;2;1;1;1;1; ; ;4;5;15; ; ;1,074104734
12906;2; ; ;2;1;1;1;1;2;1;1;1;6;13;4;2;1,074104734
28579;1;1;1; ;1;1;1;1;1;1;1;4;4;10;4;4;1,075430166
28583;1;1;1; ;2;1;1;1;1;1;1;4;4;14;3;2;1,075430166
29672;1;1;1; ;1;1;1;1;2;1;1;5;5;11;4;4;1,075430166
29685;1;1;1; ;2;1;1;1;2;1;1;4;5;12;2;1;1,075430166
31479;1; ;1; ;1;1;1;1;1;1;1;6;7;15;3;3;1,075430166
33358;1;1;1; ;1;1;1;1;1;1;1;4;4;13;3;3;1,075430166
33486;1; ;1; ;1;1;1;1;1;1;1;7;6;10;5;5;1,075430166
39391;1;1;1; ;2;1;2;1;1;1;4;7;5;14;4;4;1,075430166
40759;1; ;1; ;1;1;1;1;1;1;3;4; ;12;4;1;1,075430166
40844;1;1;1; ;1;1;1;1;1;1;1;2;2;14;4;3;1,075430166
11564;2;1;1; ;2;1;1;1;1;1;4;7;7;16; ; ;1,076606773
28608;1;1;1; ;1;1;1;1;2;1;1;4;4;13;2;1;1,080101481
31886;1;1;1; ;2;1;2;1;2;1;3;7;2;15;2;2;1,080101481
33362;1;2; ;2;1;1;1;1;2;1;7; ;8;15;1;1;1,080101481
33448;1;1;1; ;2;1;1;1;1;1;1;6;6;14;3;1;1,080101481
38037;1;1;1; ;1;1;1;1;1;1;3;7; ;15;4;4;1,080101481
38246;1;1;2; ;1;2;2;1;1;1;2;7;8;14;5;5;1,080101481
38266;1;1;1; ;1;1;1;1;2;1;1;4;6;16;5;4;1,080101481
38593;1;1;1; ;1;1;1;1;1;1;1;4;5;14;2;4;1,080101481
38762;1;1;1; ;1;1;1;1;2;1;1;3;6;13;4;4;1,080101481
38996;1;1;1; ;2;2;1;1;1;1;4;7; ;15;4;4;1,080101481
39250;1; ;1; ;2;2;3;1;1;1;1;7;1;14; ; ;1,080101481
2678;2; ;1; ;1;1;1;2;2;1;1;2;5;15;2;2;1,08061064
23982;2;1;1; ;2;1;3;1;2;1;1;6;6;15;4;4;1,080849866
12945;2;1;1; ;1;1;1;1;2;1;1;4;6;14;2;3;1,080891084
13189;2;1;1; ;1;1;1;1;2;1;1;4;4;15;3;3;1,080891084
13194;2;1;1; ;1;1;1;1;2;1;2; ; ; ;2;2;1,080891084
13196;2;1;1; ;1;1;1;1;1;1;1;7;6;13;2;2;1,080891084
13207;2;1;1; ;1;1;1;1;1;1;1;2;5;13;2;2;1,080891084
13212;2;1;1; ;1;1;1;1;1;1;1;6;6;14;4;5;1,080891084
13245;2; ;1; ;1;2;3;1;3; ;1; ;6;16; ;4;1,080891084
13249;2;1;1; ;1;1;1;1;1;1;1;4;6;15;5;5;1,080891084
13254;2;1;1; ;1;1;1;1;1;1;1;4;6;16;3;3;1,080891084
13262;2;1;1; ;1;2;2;1;1;2;2;7; ; ;1;1;1,080891084
13265;2;1;1; ;1;1;1;1;2;1;1;7;6;15;3;4;1,080891084
13329;2;1;1; ;1;1; ;1;1;1;1;7;6;14;4;3;1,080891084
13347;2;1;1; ;1;1;1;1;2;1;1;4;6;14;5;2;1,080891084
13357;2;1;1; ;2;1;1;1;2; ;1; ;5;16; ;3;1,080891084
13360;2; ;1; ;1;1;1;1;1;1;1;5;6;10;2;2;1,080891084
13368;2;1;1; ;2;1;2;1;1;1;3;2;8;15;2;2;1,080891084
13381;2;1;1; ;1;1;1;1;1;1;1;4;6;16;4;4;1,080891084
13383;2;1;1; ;2;1;1;1;1;5;1;5;5; ;1;1;1,080891084
13391;2;1;1; ;1;1;2;1;1;1;1;7;6;14;4; ;1,080891084
13395;2;1;1; ;1;1;1;1;1;1;1;6;6;15;5;5;1,080891084
13397;2;1;1; ;1;1;1;1;1;5;1;2;6;15;1;3;1,080891084
13399;2;1;1; ;1;1;1;1;1;1;1;2;4;15;4;4;1,080891084
13410;2;1;1; ;1;1;1;1;1;1;1;2;4;12;3;1;1,080891084
15993;2;1;1; ;2;1;2;2;1;1;1;6;6;17;5;4;1,080891084
16001;2;1;1; ;1;1;1;1;1;1;1;7;6;15;4;3;1,080891084
16002;2;1;1; ;1;1;2;1;1;1;1;1;4;15;2;2;1,080891084
35921;2;1;1; ;1;1;1;1;2;1;1;6;6;13;4;4;1,080891084
40896;2;1;1; ;1;1;1;2;1;1;1;6;6;14;4;4;1,080891084
40900;2;1;1; ;1;1;1;1;1;1;1;6;4;15;4;4;1,080891084
40910;2;1;1; ;1;1;1;1;1;1;3;3;8;16;4;1;1,080891084
40927;2;1;1; ;1;1;1;1;1;1;1;7;6;16;2;1;1,080891084
40931;2;1;1; ;2;2;2;1;2;1;6;6;6;15;5;4;1,080891084
40934;2;1;1; ;1;1;1;1;1;1;1;4;5;19;4;4;1,080891084
40939;2; ;1; ;1;2;2;1;1;1;1;7;6;12;4;1;1,080891084
40947;2;1;1; ;1;1;1;1;2;1;1;2;4; ;1;2;1,080891084
40956;2;1;1; ;1;1;1;1;2;2;1;6;6; ;1;1;1,080891084
40957;2;1;1; ;1;1;1;1;1;1;1;3;4;15;1;1;1,080891084
40967;2;1;1; ;1;1;1;1;1;1;1;6;6;17;3;3;1,080891084
40979;2;1;1; ;1;1;2;1;1;1;1;6;6;15;3;3;1,080891084
40989;2;1;1; ;1;1;1;1;1;1;3;4;8;16;2;1;1,080891084
40993;2;1;1; ;1;1;1;1;1;5;1;7;7;15;1;1;1,080891084
41006;2; ;1; ;2;1;1;1;1;4;1; ; ;14;2;1;1,080891084
41016;2; ;1; ;1;1;2;1;1;2;1;8;6;14;1;3;1,080891084
41022;2;1;1; ;1;1;1;1;1;1;1;6;6;14;1;1;1,080891084
41045;2; ;1; ;1;1;1;1;1;1;1;2;6;13;2;2;1,080891084
41051;2;1;1; ;1;1;1;1;2;1;1;6;6;14;5;2;1,080891084
41054;2; ;1; ;1;1;1;1;1;1;1;4; ;14;3;2;1,080891084
41059;2; ;1; ;1;1;1;1;1;1;3;4;8;15;4;3;1,080891084
41062;2;1;1; ;1;1;1;1;1;1;4;6;8; ;2;1;1,080891084
41066;2;1;1; ;1;1;1;1;1;1;1; ;4;15;2;2;1,080891084
41079;2;2; ;1;1;1;1;1;1;2;2;8;8; ;1;1;1,080891084
41119;2;1;1; ;1;1;2;2;1;1;1;1;1;13;4;2;1,080891084
41120;2;1;1; ;1;2;3;1;1;1;1;4;4;12;2;2;1,080891084
41123;2;1;1; ;1;1;1;1;1;1;1;4;4; ;2;2;1,080891084
41209;2;1;1; ;1;2;1;1;1;1;1;3;6;10;3;3;1,080891084
41216;2;1;1; ;1;1;1;1;1;1;1;4;4;14;3;3;1,080891084
41218;2; ;1; ;2;1;1;1;2;1;1; ; ;14;4;3;1,080891084
41220;2;1;1; ;1;1;1;1;1;1;1;5;6;15;3;3;1,080891084
41223;2;1;1; ;1;1;1;1;1;1;3;3;8;16;1;1;1,080891084
41234;2;1;1; ;1;2;2;1;2;1;1;6;6;15;1;1;1,080891084
41264;2;1;1; ;2;1;1;1;2;2;1; ;5;15;1;1;1,080891084
41266;2;1;1; ;1;1;1;1;2;1;1;2;2;14;2;4;1,080891084
41271;2;1;1; ;2;1;1;1;2;5;1; ;6;15;5;2;1,080891084
42195;2;1;1; ;1;1;1;1;1;1;4;7;5;16;5;5;1,080891084
42209;2;1;1; ;1;1;1;1;1;1;4;3;3; ;1;1;1,080891084
42215;2;1;1; ;2;1;2;1;2;1;4;6;6;13;4;1;1,080891084
42226;2;1;1; ;1;1;1;1;1;1;1;4;4;13;3;3;1,080891084
42239;2; ;1; ;1;1;1;1;2;6;1; ;6; ; ;1;1,080891084
42244;2; ;1; ;2;1;2;1;2;1;1;6;5;15;2;2;1,080891084
42251;2;1;1; ;1;1;1;1;2;1;1;4;4;15;4;4;1,080891084
42255;2;1;1; ;1;1;1;1;1;1;1;5;6;15;5;5;1,080891084
42265;2; ;1; ;1;1;1;1;1;1;1;4;4;17;4;4;1,080891084
42269;2;1;1; ;1;1;1;1;1;1;1;4;4;16;4;3;1,080891084
42272;2;1;1; ;1;1;1;1;2;1;1;4;5;13;4;4;1,080891084
42274;2;1;1; ;1;1;1;1;2;1;6;5;9;14;2;4;1,080891084
42386;2;1;1; ;1;1;1;1;2;1;3;6;8; ;1;1;1,080891084
42392;2;1;1; ;1;1;1;2;1;1;1;6;6;14;2;2;1,080891084
42393;2;1;1; ;1;1;1;1;1;1;1;4;4;14;4;3;1,080891084
42408;2;1;1; ;2;1;1;1;1;1;1;4;4;17;2;2;1,080891084
42442;2;1;1; ;1;1;1;1;2;1;1;7;5;16;2;2;1,080891084
18042;1;1;2; ;2;1;1;1;2;1;1;7;7;13;5;3;1,081526319
33071;1;1;1; ;1;1;1;2;1;1;1;6;6;14;2;2;1,081526319
18280;2;1;1; ;1;1;1;2;1;1;1;6;7;14;4;4;1,082818528
18305;2; ;1; ;1;1;1;1;2;5;1; ;4;16;1;1;1,082818528
25144;2;1;1; ;1;1;1;1;2;1;1;3;5;13;5;2;1,082818528
18275;1; ;1; ;1;1;2;2;1;1;3;7;8;16;4;3;1,083243808
40718;1;1;1; ;2;1;3;1;2;1;1;6;6;14;4;1;1,083243808
15012;2;1;1; ;1;1;1;1;4;5; ;8;9;17; ;1;1,08325265
377;2;1;1; ;1;1;1;1;2;1;1;4;4;13;1;4;1,083389611
382;2;1;1; ;1;1;1;1;1;1;1;4;4;14;4;2;1,083389611
395;2;1;1; ;1;1;1;1;1;1;1;2;6;15;1;1;1,083389611
398;2; ;1; ;2;1;2;1;1;1;1;2;2;16;1;1;1,083389611
404;2;1;1; ;2;1;2;1;1;2;1;8;6; ;1;1;1,083389611
3118;2;1;1; ;1;1;1;1;1;1;2;6;8; ; ; ;1,083389611
3149;2; ;1; ;1;1;1;1;2;1;1;4;4;14;4;3;1,083389611
3172;2;1;1; ;2;1;2;1;2;5;1;4;6;14;4;3;1,083389611
3175;2;1;1; ;1;1;1;1;1;1;1;4;4;14;3;3;1,083389611
3179;2;1;1; ;1;1;1;1;1;1;1;2;4;13;3;3;1,083389611
3182;2;1;1; ;1;1;1;1;1;1;1;7;6; ;1;1;1,083389611
3196;2;1;1; ;1;1;1;1;1;1;1;4;4;14;3;3;1,083389611
3204;2;1;1; ;1;1;1;1;1;6;1; ; ; ;2;2;1,083389611
3224;2;1;1; ;1;1;1;1;2;7;1; ;6; ; ;4;1,083389611
3282;2;1;1; ;2;2;1;1;1;1;1;6;6;14;5;3;1,083389611
3284;2;1;1; ;2;1;1;1;1;1;1;4;4;16;5;5;1,083389611
3290;2; ;1; ;1;1;1;1;2;1;1;2;4;14;3;3;1,083389611
3350;2;1;1; ;1;1;1;1;1;1;1;3;3;0;3;3;1,083389611
3351;2;1;1; ;1;1;1;1;1;1;1;4;4;15;1;1;1,083389611
3371;2;1;1; ;1;1;1;1;1;1;1; ; ;15;3;1;1,083389611
3569;2;1;1; ;1;1;1;1;1;1;1;7;6;12;3;1;1,083389611
3590;2; ;1; ;1;1;1;1;2;5;1;6;6;14;5;2;1,083389611
3593;2;1;1; ;1;1;1;1;1;1;1;4; ;14;4;3;1,083389611
3603;2;1;1; ;1;1;1;1;1;1;1;6;5; ;2;2;1,083389611
4162;2;1;1; ;1;1;1;1;1;1;1;4;2;10;3;3;1,083389611
4166;2;1;1; ;1;1;2;1;1;1;1;6;6;15;3;3;1,083389611
4194;2;1;1; ;1;1;1;1;1;1;1;2;5;15;1;1;1,083389611
4200;2;1;1; ;1;1;2;1;1;1;1;6;6; ;2;2;1,083389611
25544;2;1;1; ;1;1;1;1;2;1;3;7;8; ;1;1;1,083389611
25557;2;1;1; ;1;1;1;1;1;1;1; ; ;14;3;2;1,083389611
25839;2;1;1; ;1;1;1;1;1;1;1;7;7; ;1;1;1,083389611
25892;2; ;2; ;2;1;2;1;2;1;1;3;5;17;2;1;1,083389611
25953;2;1;1; ;1;1;1;1;1;1;1;4;6;15;4;4;1,083389611
26539;2;1;1; ;1;1;1;1;1;1;1; ;6; ;2;2;1,083389611
26545;2;1;1; ;1;1;1;1;2;1;1; ;4;13;1;1;1,083389611
26561;2;1;1; ;1;1;1;1;1;1;1;3;6; ;2;1;1,083389611
26562;2;1;1; ;2;2;3;1;1;1;1; ;5;16;3;3;1,083389611
26566;2;1;1; ;1;1;1;1;1;2;4;8;8;17;4;1;1,083389611
26567;2;1;1; ;1;1;1;1;1;2;1;7;6;15;4;2;1,083389611
26570;2;1;1; ;1;1;1;1;1;5;3;8;8; ;1;1;1,083389611
26917;2;1;1; ;1;1;1;1;2;1;1;4;4;14;5;3;1,083389611
26924;2;1;1; ;1;1;1;1;2;1;1; ;6;15;5;5;1,083389611
26941;2;1;1; ;1;1;1;1;1;1;3;4;8;10;4;4;1,083389611
28698;2;1;1; ;2;1;1;2;1;3;1;9;4;12;4;2;1,083389611
28760;2;1;1; ;1;1;1;1;1;1;1;4;4;15;3;2;1,083389611
28770;2;1;1; ;1;1;1;1;1;1;1;4;4;15;5;5;1,083389611
32498;2;1;1; ;1;1;2;1;1;1;1;4;2; ;4;4;1,083389611
32502;2;1;1; ;1;1;1;1;4;7;1;9;3;14;1;4;1,083389611
32509;2;1;1; ;1;1;1;1;2; ;1; ;5;14; ;2;1,083389611
32511;2;1;1; ;1;1;1;1;1;1;1;6;6;16;2;3;1,083389611
32516;2;1;1; ;1;1;1;1;1;1;1;4;4; ;5;4;1,083389611
32535;2;1;1; ;1;1;1;1;1;1;1;2;6; ;1;1;1,083389611
33994;2;1;1; ;2;2;2;1;2; ;1; ;3;15;5;4;1,083389611
34020;2;1;1; ;1;1;1;1;1;1;1;4;5;14;5;5;1,083389611
34136;2;1;1; ;1;1;1;1;1;1;1;4;4;13;5;4;1,083389611
34141;2;1;1; ;2;1;1;1;2;1;1;3;6;15;4;4;1,083389611
34147;2;1;1; ;1;1;1;1;1;1;1;4;4;13;3;1;1,083389611
34151;2;1;1; ;1;1;1;1;1;1;1;4;4;10;4;4;1,083389611
34175;2;1;1; ;1;1;1;1;1;1;1;6;6; ;1;1;1,083389611
34189;2;1;1; ; ;1;1;1;1;1;1;6;6; ;1;1;1,083389611
34191;2;1;1; ;1;1;1;1;1;1;1;4;4;15;5;5;1,083389611
34195;2;1;1; ;1;1;1;1;1;1;1;5;5;15;2;2;1,083389611
34217;2;1;1; ;1;1;1;1;1;1;1;2;2;16;2;2;1,083389611
34220;2; ;1; ;1;3;1;1;2;1;1;6;4;14;2;2;1,083389611
34228;2;1;1; ;1;1;1;1;1;1;1;7;2;17;4;2;1,083389611
34236;2;1;1; ;1;1;1;1;2;1;1;5;6;14;4;3;1,083389611
34245;2;1;3; ;1;1;1;1;2;1;3;4;8;13;2;2;1,083389611
34807;2;1;1; ;2;1;2;1;2;5;1; ;6;18;4;1;1,083389611
34816;2;1;1; ;1;1;1;1;1;1;1;4;6;8;4;4;1,083389611
34822;2;1;1; ;1;1;1;1;1;1;1;7;6; ;1;1;1,083389611
34826;2;1;1; ;1;1;1;1;1;1;1;4;4;11;4;4;1,083389611
34827;2;1;1; ;2;1;2;1;1;1;3;2;8;16;4;4;1,083389611
34851;2;1;1; ;1;1;1;1;1;1;1;5;4;10;5;3;1,083389611
34858;2;1;1; ;1;1;1;1;1;1;1;4;2;15;4;4;1,083389611
34879;2;1;1; ;1;1;1;1;2;1;1;2;3;10;1;3;1,083389611
34893;2;1;1; ;1;1;2;1;1;1;3;4;8;16;4;4;1,083389611
34898;2;1;1; ;1;1;1;1;1;1;1;4;5;15;5;5;1,083389611
34949;2;1;1; ;1;1;1;1;2;1;1;4;4;13;3;1;1,083389611
36953;2; ;1; ;1;1;1;1;1;1;1;4;4;15;5;5;1,083389611
36966;2;1;1; ;1;1;1;1;1;1;1;4;4;15;2;2;1,083389611
36969;2;1;1; ;2;1;1;1;2;1;4;6;8; ;1;1;1,083389611
36970;2;1;1; ;1;1;1;1;2;1;1;5;4;14;3;5;1,083389611
36973;2;1;1; ;1;2;2;1;1;1;1;6;6;15; ; ;1,083389611
36974;2;1;1; ;1;1;1;1;4;7;1;9;7;14; ;4;1,083389611
38646;2; ;1; ;1;1;1;1;1;1;1;4;4;15;3;4;1,083389611
38649;2;1;1; ;1;1;1;2;1;1;1; ;4;15;4;4;1,083389611
38650;2;1;1; ;1;1;2;1;1;4;1;7;6; ;1;1;1,083389611
38652;2;1;1; ;1;1;1;1;2;2;1;5;6;12;3;1;1,083389611
38661;2;1;1; ;1;1;1;1;1;1;1;6;6; ;2;2;1,083389611
38678;2;1;1; ;1;1;1;1;1;1;1; ; ;16;2;2;1,083389611
38706;2;1;1; ;2;1;1;1;1;1;1;2;5; ;1;1;1,083389611
38707;2;1;1; ;1;1;1;1;1;1;1;2;4;10;1;1;1,083389611
38710;2;1;3; ;1;1;1;1;1;1;1;4;4;14;4;3;1,083389611
45362;2; ;1; ;1;1;1;1;1;1;1;2;6;16; ; ;1,083389611
45390;2;1;1; ;1;1;1;1;1;1;3;3;8;14;2;2;1,083389611
25526;1;1;1; ;1;1;1;1;2;7;1;9;6;16;1;1;1,083868985
25846;1;1;1; ;1;2;2;1;1;1;1; ; ; ;2;1;1,084303529
38729;1;1;1; ;1;1;1;1;1;1;1;4;4;13;5;5;1,084303529
1140;2;1;1; ;1;1;1;1;1;1;1;4;5;16;3;3;1,084309473
1155;2;1;1; ;1;1;1;1;1;1;1;2;4; ;5;4;1,084309473
1162;2;1;1; ;1;1;1;1;1;1;1;4;5;15;2;2;1,084309473
1169;2;1;1; ;1;1;1;1;1;1;1;7;6; ;4;4;1,084309473
8419;2;1;1; ;1;1;1;1;1;2;1;4;5;15;4;4;1,084309473
8425;2;1;1; ;1;1;1;1;1;1;3;3;8;10;5;5;1,084309473
8429;2;1;1; ;2;1;1;1;2;1;1; ; ;14;4;2;1,084309473
8434;2;1;1; ;1;1;1;1;1;1;1;4;5;15;5;5;1,084309473
8450;2;1;1; ;2;2;2;1;1;3;3;8;8;16;4;1;1,084309473
8453;2; ;1; ;1;1;1;1;1;1;1;1;6;16;2;2;1,084309473
8460;2;1;1; ;1;1;2;2;1;1;1;7;7; ;3;3;1,084309473
13807;2;1;1; ;2;2;2;1;4;7;3;9;8;15;2;2;1,084309473
13813;2;1;3; ;2;2;2;1;2;1;2;7;8; ;1;1;1,084309473
